,content_id,post_uri,like_count,quote_count,reply_count,repost_count,post_created_at,text,tags,embedded_link_title,embedded_link_description,embedded_link_uri,author_username,author_displayname,author_account_created_at
262,bafyreifwrdsvv2unri6t2csa2obtduvhpwyiuanol2ddi3hjgzuq4svs44,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhtuxmch7c2j,196,20,72,45,2025-02-10 19:29:46.483000+00:00,Senate Democrats are detailing how they plan to fight back against Trump’s administration — but it won’t include sparking a government shutdown.,,Schumer warns GOP against a 'Trump shutdown',The Senate minority leader also detailed ways he plans to counter the new administration.,https://www.politico.com/live-updates/2025/02/10/congress/chuck-schumer-government-shutdown-trump-musk-00203360,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
263,bafyreiapwwhgzmp3f3jed4fjx4mwkxd5xw4ttqmx7g7eldf3x4ryrzboxe,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhtoypjtd22r,687,41,109,112,2025-02-10 17:43:00.980000+00:00,"Following pressure from their base for a more determined resistance to Trump, House Dems are putting together a task force that could lead to lawsuits against the administration.",,House Democrats create a Trump-focused ‘rapid response task force’,The party is under pressure to mount a more determined resistance to the president and his allies.,https://www.politico.com/live-updates/2025/02/10/congress/democrats-trump-rapid-response-task-force-00203351,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
264,bafyreicpzxmj2stq3nty3mvkrlef5i4jcaqynztm6c7hr2mbn63k52lsry,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhtotvnl5k2r,163,18,53,77,2025-02-10 17:40:19.613000+00:00,"Trump says he’s fired the boards of visitors for all the U.S. military service academies. He claims the government’s military training grounds have been overrun by “woke” ideology.
www.politico.com/news/2025/02...",,Trump fires boards of U.S. military service academies,The president said that schools like West Point had been invaded by so-called “woke” ideology.,https://www.politico.com/news/2025/02/10/trump-military-services-academies-board-00203348,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
265,bafyreiclz4et2wq7k4y25hibdbqggm3frprjmgd55dtsih4ttqwk2baxvq,at://did:plc:3qj24k7hipuqcaghyykicq6w/app.bsky.feed.post/3lhlqrqaqzs22,51,2,17,18,2025-02-07 13:53:36.426000+00:00,"Check out our Inside Congress newsletter today:
- Johnson scrambles for a budget framework
- Dems try to slow Gabbard, RFK Jr.
- Collins: Not close on funding www.politico.com/newsletters/...",,Republicans’ reconciliation race,,https://www.politico.com/newsletters/inside-congress/2025/02/07/republicans-reconciliation-race-00203060?nname=inside-congress&nid=0000014f-1646-d88f-a1cf-5f46b4be0000&nrid=0000014c-2414-d9dd-a5ec-34bc529e0001,zachwarmbrodt.com,Zach Warmbrodt,2024-11-28 17:04:05.444000+00:00
266,bafyreihgrg4yuc3sjeuel7fj7zs4cvt6mxewpsx4ji7zhb2ujsixbp76vq,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhk4dm3o5c2o,2415,67,184,684,2025-02-06 22:15:07.676000+00:00,"A note to our readers, from Politico CEO Goli Sheikholeslami and Editor-in-Chief John Harris:",,null,null,null,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
267,bafyreiacpvbu4nz5iw55bdgo7azdblfso6xzwkayvsfx4dsta3lw53fui4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhjpmpe6p22o,548,7,35,110,2025-02-06 18:27:34.500000+00:00,A federal judge just temporarily blocked the Trump administration’s exit plan for government employees until Monday.,,Judge temporarily blocks Trump's exit plan for federal employees,Senior District Judge George O’Toole has hit pause on the plan until a new hearing Monday.,https://www.politico.com/news/2025/02/06/judge-temporarily-blocks-trump-buyout-plan-00202883,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
268,bafyreicnkskjg5m2ynn45okhfhmgjflqsikvz4p62gdylb3k47pjtevdsi,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhhmsfymf22o,223,25,121,106,2025-02-05 22:31:45.308000+00:00,"Elon Musk has a critical ally in Congress as he tries to slash federal bureaucracy at a break-neck pace: Rep. Jim Jordan.

A look at how the House Judiciary chair plans to help the world’s richest man👇",,‘God bless Elon Musk’: How Jim Jordan plans to help the world’s richest man,Elon Musk has a White House office and growing pull across federal agencies. Now he's burrowed into the House Judiciary Committee.,https://www.politico.com/news/2025/02/05/elon-musk-jim-jordan-relationship-00202697,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
269,bafyreigu2yyacu437xgekpu436cek4jvd42govebgex53np4hzriszlrj4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhf6g4dux22g,230,68,256,55,2025-02-04 23:09:00.676000+00:00,"Column: Democrats are falling for Trump and Musk’s foreign aid trap, writes our Capitol Hill bureau chief Rachael Bade.",,Democrats Are Falling For Trump and Musk's Foreign Aid Trap,Three veteran strategists want their party to be more thoughtful about fighting Trump’s anti-bureaucracy campaign.,https://www.politico.com/news/magazine/2025/02/04/democrats-foreign-aid-trap-trump-00202447,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
270,bafyreicsocuoh5dcb4q5ssp2xdkjnb3abwqeisqhukii7p6ffojjoui27y,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3lhezma4yhk2g,182,10,51,87,2025-02-04 21:42:57.262000+00:00,"The Trump administration is preparing to place nearly all of USAID's Washington-based staff on leave.

Some 1,400 people will be notified today, on top of about 600 who were placed on leave starting Sunday night.",,Trump moves to put nearly all USAID Washington staff on leave,"Some 1,400 people will be notified Tuesday, on top of about 600 who were placed on leave starting Sunday night.",https://www.politico.com/news/2025/02/04/trump-administration-usaid-staff-on-leave-00202411,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
271,bafyreid2xq7fjl53j7xdw4onn67isjqun7mmurmepq7ul44g7qe7muk36e,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3kqj6l3mbcc2r,389,21,170,87,2024-04-19 20:42:59.080000+00:00,"Donald Trump’s campaign said that it plans to deploy more than 100,000 attorneys and volunteers across battleground states to monitor — and potentially challenge — vote counting in November.",,Trump campaign says it will deploy thousands of election workers to monitor poll sites,"The program underscores Trump’s fixation with election security, which he deployed in an effort to undermine results of the 2020 election.",https://www.politico.com/news/2024/04/19/trump-campaign-election-monitoring-00153217,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
272,bafyreidt7ymkldll5luyha5rpb3b5rurmsjzpnqhkub3rzucy2mtsj7lyu,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3kqe57m2o4h27,121,9,20,31,2024-04-17 20:35:21.289000+00:00,"As Trump struggles to close his own fundraising gap with Biden, his campaign now wants at least 5% of the proceeds from down-ballot candidates who use his name, image and likeness to fundraise.",,Trump campaign asks for cut of candidates’ fundraising when they use his name and likeness,The campaign sent the letter as the former president is struggling to close a fundraising gap with Biden.,https://www.politico.com/news/2024/04/17/trump-campaign-fundraising-five-percent-00152830,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
273,bafyreiaqmshbj2woh6cdb7kb4fwjdyjllcb362fa2btqyzsy7wlzwvqaky,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko5vahklj72w,74,3,13,14,2024-03-20 22:06:18.489000+00:00,"House Republicans' latest Biden impeachment hearing  quickly descended into petty bickering with one Trump-aligned witness today. 

Tony Bobulinski repeatedly sparred with Dems on the Oversight Committee and called Biden a “serial liar.”",,House GOP’s latest impeachment hearing devolves into bickering with Trump-aligned witness,Tony Bobulinski repeatedly sparred with Democrats on the Oversight Committee and called President Joe Biden a “serial liar.”,https://www.politico.com/live-updates/2024/03/20/congress/testy-house-gop-hearing-00148034,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
274,bafyreidwtmxptsek55udtc4owitbmh3egap6yqyxtswrdophkwzfejcjma,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko5v7pwf7v2m,115,1,13,22,2024-03-20 22:05:53.712000+00:00,National Security Adviser Jake Sullivan made a surprise visit to Kyiv to assure Ukraine that it can still rely on the U.S. as a powerful ally.,,Biden’s man vows more help coming for Ukraine despite US gridlock,"In a surprise visit to Kyiv, U.S. President Joe Biden’s National Security Adviser Jake Sullivan urged Ukraine to believe in the U.S. and expressed confidence Congress will vote for supplement…",https://www.politico.eu/article/joe-biden-man-vows-more-help-coming-ukraine-despite-us-gridlock-jake-sullivan-kyiv/,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
275,bafyreiajv2rflswe3xmwaxzlegtczydxtf24k2zhd7c34jyw5alc4jqize,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko5cawiwra2q,69,3,4,20,2024-03-20 16:26:32.973000+00:00,"The Justice Department is expanding its probe of the rental housing market, opening a criminal investigation of RealPage, a top developer of property pricing software, and some of its customers.",,Rental housing market targeted in criminal price-fixing probe,The investigation adds to the legal difficulties facing the housing sector and highlights an issue Biden hopes to push on the campaign trail.,https://www.politico.com/news/2024/03/20/rental-housing-market-doj-investigation-00147333,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
276,bafyreih4gkw2cegkzajd6p46jelxqx42jo7dnu6nafsgql3ly332te2wna,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko5apgt2fx2w,63,2,6,16,2024-03-20 15:58:52.452000+00:00,"Biden will announce one of his biggest climate rules today, which agencies say could make electric cars dominate the majority of auto sales by 2032.",,Biden’s regulators poised to issue rule meant to drive electric car sales,The regulation offers a test of President Biden’s ability to drive an ambitious climate agenda while balancing the demands of key voting blocs.,https://www.politico.com/news/2024/03/20/bidens-regulators-poised-to-issue-rule-meant-to-drive-electric-car-sales-00148019,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
277,bafyreihxz5mk3in6plsyjgzqip6fksek467k3mpjmkodzqyyqngta6yuge,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko372rmiom2a,25,2,7,7,2024-03-19 20:24:05.925000+00:00,"Donald Trump is once again intervening in a crowded Senate primary in Ohio to boost a MAGA candidate. But this time, the establishment thinks it can stop him.",,Ohio’s Senate primary is a fight between MAGA and the GOP establishment,The race to take on Sherrod Brown has become a proxy war between Trump and Ohio’s old school GOP.,https://www.politico.com/news/2024/03/19/ohio-senate-gop-primary-00147769,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
278,bafyreic7n23xc5ccpqnr5s7srsbv4yckmnqol6fvhzklev5fdilkgwxpei,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko36tlg33v2f,17,1,4,5,2024-03-19 20:20:04.538000+00:00,"Joe Biden is ramping up efforts to show he’s focused on alleviating the nationwide housing crunch, amid worries that rising home prices could dent the economic case at the center of his reelection bid.",,Biden starts making his affordable housing pitch on the trail,A trip to Nevada will be centered around increasing housing supply.,https://www.politico.com/news/2024/03/19/biden-campaign-affordable-housing-nevada-00147691,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
279,bafyreif7qdobdhz35k4ub6k5plocsxz6shx6qg6sya57rbcron3rgjffzm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko2zrzju4r2t,16,1,3,7,2024-03-19 18:49:43.500000+00:00,"Texas’ new law allowing police to arrest and detain people for illegally crossing the Mexico border can go into effect, the Supreme Court ruled.",,Supreme Court lets Texas enforce new law allowing police to arrest migrants,"The court’s action is not a final ruling on the law’s constitutionality, but means Texas can implement the statute for now while challenges to it go forward in lower courts.",https://www.politico.com/news/2024/03/19/texas-arrest-migrants-supreme-court-mexico-border-00147825,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
280,bafyreiagfo7slfmvjhploxkrep4ebc4dcfk66pzl4nick54eb2g7gs6zyq,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3ko2ytkgt242j,15,0,7,6,2024-03-19 18:32:41.064000+00:00,"Peter Navarro spent his last moments before prison railing against Dems and the justice system, claiming they conspired to lock him up for refusing to comply with a congressional subpoena.",,‘I’m pissed’: Ex-Trump aide Peter Navarro blasts justice system before heading to federal prison,Navarro insisted he didn’t want a pardon from President Joe Biden.,https://www.politico.com/news/2024/03/19/peter-navarro-prison-miami-00147790,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
281,bafyreih7va35vjgepivylttrbajqiwj2r7ysdpg6lovctfh3vf557wqi2y,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knyt7v4qwp2r,22,0,2,9,2024-03-18 21:46:53.002000+00:00,Donald Trump’s warnings of a “bloodbath” if he loses the election included the threat that inexpensive Chinese cars could wipe out the U.S. auto industry. But cheap EVs from Beijing aren’t for sale in the U.S. Here are the facts ⬇️,,Trump’s ‘bloodbath’ tirade contained a warning on Chinese cars. Here are the facts.,"Cheap electric vehicles from China aren't for sale in the U.S., but Trump isn't the only one worried about them.",https://www.politico.com/news/2024/03/18/trumps-bloodbath-tirade-contained-a-warning-on-chinese-cars-here-are-the-facts-00147600,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
282,bafyreiewqnjmt67su3qb6db6nwd3sk2pmfy2fb56hgfzb27ichlmwqnl74,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knyt2kcvpe2m,28,3,4,8,2024-03-18 21:43:53.889000+00:00,"Peter Navarro, a former trade adviser in Donald Trump’s White House, appears to be heading to jail after Chief Justice John Roberts turned down his emergency motion to stave off his imminent jail sentence for his defiance of a subpoena from the House Jan. 6 committee.",,Navarro's bid to stave off jail sentence denied at Supreme Court,His sentence is set to begin Tuesday.,https://www.politico.com/news/2024/03/18/peter-navarro-supreme-court-00147649,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
283,bafyreiejdw2fvgkcvqozvft25s7ymaa76lhrlbrmzmgcsjdc5cr2tfary4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knydnrjqfv2e,12,0,1,4,2024-03-18 17:08:19.143000+00:00,"A conviction in Donald Trump's Manhattan trial may not doom the former president in the 2024 election, but it could turn off independents, a new POLITICO Magazine/Ipsos poll suggests.",,"The Good, Bad and Ugly in a New Poll on Trump’s Trials and the Supreme Court",A new POLITICO Magazine/Ipsos poll suggests a conviction in the Manhattan trial could turn off independents.,https://www.politico.com/news/magazine/2024/03/18/poll-conviction-trump-2024-elections-00147338,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
284,bafyreihrdj22uykrzrzocvkzpq7cqkmw6hcrm5ah7zfiih74w3phzirppm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knydmt6lbj2y,19,0,0,5,2024-03-18 17:07:47.317000+00:00,The Supreme Court turned away a convicted member of the Jan. 6 mob who'd hoped to reverse his ban from public office in New Mexico after he was disqualified under the Constitution’s “insurrection clause.”,,Supreme Court lets ‘insurrectionist’ ban against New Mexico official stand,Couy Griffin was a county commissioner in New Mexico until courts there ruled he was disqualified after a Jan. 6-related conviction.,https://www.politico.com/news/2024/03/18/supreme-court-new-mexico-griffin-00147547,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
285,bafyreiaje4vkuzxvrtb5tjurre4gidjoicwjsx4eheyiimn3ezxd4e2b5q,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knydlozpq42b,32,3,4,9,2024-03-18 17:07:09.414000+00:00,"Donald Trump told a New York appellate court that he can’t obtain a bond for the more than $450 million civil fraud judgment against him, raising the possibility that the state attorney general’s office could seize his assets.",,"Trump can't post $464M bond in New York civil case, lawyers say",New York state Attorney General Letitia James' office could begin to seize Trump's assets unless an appellate court agrees to halt the judgment against the former president.,https://www.politico.com/news/2024/03/18/trump-cant-post-bond-new-york-civil-case-00147563,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
286,bafyreigewojmirubabqqjphpn7rbwwciwye42gx54kmly4bcnzh6vvwepi,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knqy5fqer624,17,0,5,6,2024-03-15 18:53:40.548000+00:00,"President Biden praised Sen. Schumer’s call for Israeli elections and his sharp criticism of PM Netanyahu, reflecting the growing frustration he and his senior aides have with Netanyahu for not doing more to minimize civilian casualties.",,Biden on Schumer calling for a new Israeli government: He ‘made a good speech’,"‘I think he expressed serious concern shared not only by him, but by many Americans.’",https://www.politico.com/news/2024/03/15/biden-on-schumer-calling-for-a-new-israeli-government-he-made-a-good-speech-00147339,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
287,bafyreihlfllr3isw76h73njgpsx6eld7wwlit7aj5oibtczdi2f7ddppey,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knqwyalu4g2h,8,0,0,1,2024-03-15 18:32:53.627000+00:00,"Column | The Replace Sinema super PAC existed solely to push out the Arizona senator. More like it could follow — and speed up some of the most noxious trends in politics, writes Michael Schaffer.",,An Obscure Group Hounded Kyrsten Sinema for Years — and It Worked. Is This a Sign of Things to Come?,The Replace Sinema super PAC had the sole goal of ousting the senator — but may inspire a new model of endless campaigning.,https://www.politico.com/news/magazine/2024/03/15/kyrsten-sinema-super-pac-00147081,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
288,bafyreibgn6razbeeevx6y6otpbgszct56lkne4x2kkuj4z3gjo6etmctwy,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knqwvvl6t62h,13,1,2,10,2024-03-15 18:31:34.960000+00:00,J.D. Vance's vision for the GOP makes MAGA look conventional.,,Is There Something More Radical than MAGA? J.D. Vance Is Dreaming It.,"In a candid series of conversations, Vance revealed an ominous philosophy behind his first year in office.",https://www.politico.com/news/magazine/2024/03/15/mr-maga-goes-to-washington-00147054,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
289,bafyreicovtazv47yxsexn7ydpb3uwwypirzmqig3y5lbp7yiahqohvt5v4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knqfj7fjz524,9,0,1,3,2024-03-15 13:20:15.419000+00:00,"Fani Willis is not disqualified from prosecuting Donald Trump’s Georgia case. But someone has to step down, a judge just ruled.",,Judge rejects Trump’s bid to disqualify Georgia prosecutor,"Instead, Judge Scott McAfee ruled that either Willis and her entire office or Nathan Wade must step aside to prevent an “appearance of conflict” caused by their romantic relationship.",https://www.politico.com/news/2024/03/15/judge-rejects-trumps-bid-to-disqualify-georgia-prosecutor-00147286,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
290,bafyreihusj52mhnpbwwuf6ca6u6grchcyqnuezdvxcgebj4o6rfiag5dty,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knm7thxmmd2j,33,0,0,12,2024-03-13 21:27:58.544000+00:00,"Massachusetts Gov. Maura Healey proposed a blanket pardon of misdemeanor marijuana possession convictions.

The pardons will be mostly automatic, she said, and could potentially clear the charge from hundreds of thousands of people’s records.",,Massachusetts governor proposes sweeping marijuana pardons,Gov. Maura Healey described her plans as the broadest pot pardon action taken by a governor since President Joe Biden handed pardons down at the federal level.,https://www.politico.com/news/2024/03/13/massachusetts-governor-marijuana-00146780,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
291,bafyreig5belujytqiovtoxrrrg7ex5cw5vcpldvnqmqd7ui6w6tzrhpfu4,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knm7rftvie2k,8,1,4,2,2024-03-13 21:26:49.220000+00:00,"Katie Britt's SOTU rebuttal opened the previously little-known Alabama senator up to strong criticism.

Speaker Johnson's message to Britt when he asked her to deliver the speech: “It’ll be fine.”",,‘It'll be fine’: Katie Britt says Mike Johnson reassured her ahead of SOTU rebuttal,The speech has opened the previously little-known Alabama senator up to strong criticism.,https://www.politico.com/news/2024/03/13/katie-britt-state-of-the-union-00146752,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
292,bafyreian7zze6zgwvyypxzuwvy7jpdzmekhs2bephsqgua5nme6gbggrnm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knm7ql36h22k,2,2,2,0,2024-03-13 21:26:21.148000+00:00,New York Gov. Kathy Hochul is putting money and her own political clout on the line as she seeks to become a national surrogate for President Joe Biden and Democratic House candidates and ensure New York is a bulwark against another red wave.,,Hochul's going into overdrive to avoid another down-ballot disaster in New York,"The New York governor is also adding staff, money and technology to state party infrastructure.",https://www.politico.com/news/2024/03/13/kathy-hochul-spotlight-new-york-elections-00146589,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
293,bafyreicst5milpwope3arcycaj3t3l7xrowdikdqrwsvhuluffypkmkihm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knm7pawuww2t,9,0,3,1,2024-03-13 21:25:36.924000+00:00,"House Republicans are increasingly acknowledging that they don’t have the votes to impeach President Joe Biden, leaving them in search of other ways to antagonize the White House.",,"As Biden impeachment stalls, House GOP turns to backup plans","While Republicans have considered other paths to antagonize the White House for months, those plans have taken on fresh importance as a vote to impeach seems doomed.",https://www.politico.com/news/2024/03/13/house-gop-biden-impeachment-plans-00146622,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
294,bafyreihhcxvgnkua6x6pgr3gmf67yt5v723zzvnykchd7toshhnsjqtw5a,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knlz6eknd32e,9,0,2,1,2024-03-13 19:28:47.919000+00:00,"USAID chief reveals what she told Netanyahu: You need to ""improve compliance"" with international humanitarian law.",,USAID chief to Netanyahu: You need to ‘improve compliance’ with international humanitarian law,Power revealed the details of her conversation with Netanyahu at POLITICO’s Health Care Summit today in Washington.,https://www.politico.com/news/2024/03/13/samantha-power-israel-netanyahu-gaza-international-law-00146790,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
295,bafyreia5b4654wggtypiyzygor5ijixfa46kjpsoyt2fwzp3t5k5fe2nua,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knlkm6b3gm2d,15,0,0,4,2024-03-13 15:08:04.918000+00:00,"Secret Service told Trump on Jan. 6, 2021 that large groups of people were denied entry to his rally because they were carrying prohibited items.

The driver’s testimony is further evidence that Trump was aware of potential security risks in the crowd before the mob had even breached the Capitol.",,"Trump was informed of prohibited items in Jan. 6 rally crowd, his driver testified",The testimony is further evidence that Trump was told about potential security risks in the crowd that eventually breached the Capitol.,https://www.politico.com/news/2024/03/12/trump-jan-6-rally-driver-testified-00146630,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
296,bafyreibhywk4yuwletr6d3d7nub7gtjjapnvd34273jzladdevmh5gi72m,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knljt4xvu52n,1,1,0,1,2024-03-13 14:54:04.737000+00:00,"The state judge presiding over Donald Trump’s criminal case in Georgia has thrown out six of the indictment’s 41 charges, ruling that the state had failed to make specific enough allegations to support them.",,Judge tosses six charges in Trump Georgia indictment,But the judge emphasized that prosecutors may refile the charges in greater detail.,https://www.politico.com/news/2024/03/13/judge-tosses-six-charges-in-trump-georgia-indictment-00146713,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
297,bafyreifazw2qfo4lceh4gbmf6ss5nnwvpxaggsao6pcbuyocrhzlhedxle,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knljj3wpo32r,2,0,1,2,2024-03-13 14:48:28.101000+00:00,"The House passed a bill that would force TikTok’s Chinese owner to sell the app or face a ban on U.S. app stores.

It now heads to the Senate, where its fate is unclear.",,"House passes TikTok bill, as eyes turn to Senate","The measure earned wide bipartisan support, with backing from House Speaker Mike Johnson and former Speaker Nancy Pelosi.",https://www.politico.com/news/2024/03/13/tiktok-ban-bill-house-passes-00146720,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
298,bafyreieamrd3e24kkmkaryx2utlf7o4a6hir4cdlabvjejq7vk4q5r5gge,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knj7aae7v52b,64,29,11,17,2024-03-12 16:39:13.874000+00:00,"The anti-abortion movement is turning on Republican lawmakers who support bills to protect IVF, accusing them of sanctioning murder.",,‘License to kill’: Anti-abortion groups rage against the GOP,"Some groups are running ads against longstanding GOP allies that use the same graphic imagery — blood, babies and scalpels — they have long deployed to oppose Democrats and the abortion-rights movemen...",https://www.politico.com/news/2024/03/12/anti-abortion-advocates-gop-ivf-00146369,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
299,bafyreie5zxokwqjdxpnktgfckngqs6tgwmmn7edyeqaqzhlnkfp5j2ettm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knj75437fg27,14,0,3,0,2024-03-12 16:37:28.721000+00:00,"The White House is expected to announce as soon as today that it will send a number of Army Tactical Missile Systems to Ukraine in a new $300 million worth package of military aid, according to U.S. officials with knowledge of the discussions.",,White House expected to announce it's sending ATACMS munitions to Ukraine,"Up to $300 million worth of weapons could be transferred, one Pentagon official said.",https://www.politico.com/news/2024/03/12/white-house-aid-package-ukraine-00146487,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
300,bafyreifb6k73du7fja3tr76xlehgglvg6u4b37ygsozpbvba44lxjavn4i,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knj6osmos423,1,0,0,1,2024-03-12 16:29:29.039000+00:00,Robert Hur told lawmakers in a high-profile hearing that Joe Biden’s public comments about his handling of classified documents contradict the findings in his report.,,Hur: Biden contradicted findings in my report,Former Special Counsel Robert Hur told lawmakers in a high-profile hearing Tuesday that President Joe Biden’s public comments about his handling of classified documents contradict the findings in his ...,https://www.politico.com/live-updates/2024/03/12/congress/hur-biden-contradicted-findings-in-my-report-00146491,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
301,bafyreificrslmi3gi64g7xnnimrxnblmfkpbouxtjozdjfvhl5idv7le3y,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knh7komxok2e,12,1,1,9,2024-03-11 21:39:44.881000+00:00,"Biden will consider conditioning military aid to Israel if the country invades Rafah, where where more than a million displaced Palestinians are seeking refuge — a step that reflects the extreme strains in his relationship with Netanyahu.",,Biden may condition aid for Israel after a Rafah invasion,The once-private frustration between Biden and Netanyahu is spilling out into the open.,https://www.politico.com/news/2024/03/11/biden-may-condition-aid-for-israel-after-a-rafah-invasion-00146340,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
302,bafyreigvrx47qzp43qjzva4aijm7kxldxd5dc3qhlk52qzjubaqj2xitbm,at://did:plc:yf6hctt2ug3qyfty4in64yob/app.bsky.feed.post/3knh7hibusl2n,16,1,1,7,2024-03-11 21:37:57.571000+00:00,"The Pentagon has sent $10 billion worth of weapons to Ukraine that it still does not have the money to replace due to congressional gridlock, according to a top Defense Department official.",,Pentagon needs Congress to hand over $10B to replace weapons sent to Ukraine,"""It would come back on our own readiness on our own stockpile to a certain extent if we can’t get new funding,"" a DOD official said.",https://www.politico.com/news/2024/03/11/pentagon-weapons-ukraine-congress-00146287,politico.com,Politico,2023-04-28 22:40:12.228000+00:00
