POST_CREATE_UPDATE,55,GRANT USAGE ON ALL PROCEDURES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,56,GRANT USAGE ON FUTURE PROCEDURES IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,57,GRANT OWNERSHIP ON ALL FUNCTIONS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,58,GRANT OWNERSHIP ON FUTURE FUNCTIONS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,59,GRANT USAGE ON ALL FUNCTIONS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,60,GRANT USAGE ON FUTURE FUNCTIONS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,61,GRANT OWNERSHIP ON ALL MATERIALIZED VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,62,GRANT OWNERSHIP ON FUTURE MATERIALIZED VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,63,GRANT SELECT ON ALL MATERIALIZED VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,64,GRANT SELECT ON FUTURE MATERIALIZED VIEWS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,65,GRANT OWNERSHIP ON ALL TASKS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,66,GRANT OWNERSHIP ON FUTURE TASKS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,67,GRANT MONITOR ON ALL TASKS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,68,GRANT OPERATE ON ALL TASKS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,69,GRANT MONITOR ON FUTURE TASKS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
POST_CREATE_UPDATE,70,GRANT OPERATE ON FUTURE TASKS IN SCHEMA <schema-name> TO ROLE <full-access-role-name>;,FULL,FALSE
